Generation ; Total points ; Points from boxes ; Points from kills ; Steps ; Ray radius ; Sight ; moving speed ; Random direction ; Enemy weight ; Enemy distance factor ; Bullet weight ; Bullet distance factor ; Box weight ; Box distance factor ; projectile Speed ; Fire rate per minute 
17 ; 6 ; 3 ; 3 ; 21 ; 12 ; 44,06215 ; 12,62922 ; (-8,28, -7,89) ; 10,97668 ; 1,858716 ; 8,493233 ; -6,030716 ; -8,152016 ; 1,876521 ; 29,6453 ; 15,15129 
18 ; 6 ; 0 ; 6 ; 23 ; 12 ; 44,89815 ; 9,105245 ; (-4,88, -7,88) ; 10,97668 ; 1,858716 ; 7,670398 ; -4,532197 ; -8,736441 ; -1,269417 ; 24,00053 ; 15,17558 
19 ; 9 ; 0 ; 9 ; 20 ; 12 ; 47,03438 ; 8,97173 ; (-7,96, -10,91) ; 10,97668 ; 1,858716 ; 10,40915 ; -7,893192 ; -8,736441 ; -1,021007 ; 26,42991 ; 15,15129 
20 ; 6 ; 0 ; 6 ; 27 ; 12 ; 47,03438 ; 8,97173 ; (-6,55, -7,89) ; 16,38077 ; 1,858716 ; 10,40915 ; -6,030716 ; -8,736441 ; -1,021007 ; 26,42991 ; 15,15129 
21 ; 8 ; 2 ; 6 ; 25 ; 12 ; 51,30685 ; 8,704701 ; (-9,88, -11,84) ; 13,67872 ; 1,858716 ; 15,88665 ; -9,027756 ; -8,736441 ; -1,021007 ; 31,28866 ; 15,1027 
22 ; 8 ; 5 ; 3 ; 25 ; 12 ; 50,91125 ; 11,86953 ; (-9,88, -11,84) ; 13,67872 ; 1,858716 ; 14,82195 ; -9,027756 ; -8,736441 ; -1,021007 ; 31,28866 ; 15,1027 
23 ; 10 ; 1 ; 9 ; 26 ; 12 ; 50,04961 ; 8,704701 ; (-9,88, -13,80) ; 13,70482 ; 1,858716 ; 17,71154 ; -9,027756 ; -8,736441 ; -1,269417 ; 31,28866 ; 15,1027 
24 ; 9 ; 3 ; 6 ; 26 ; 12 ; 53,81039 ; 9,694213 ; (-9,88, -11,84) ; 17,44738 ; 1,858716 ; 17,71154 ; -9,027756 ; -8,736441 ; -1,021007 ; 37,14925 ; 15,0441 
25 ; 8 ; 5 ; 3 ; 26 ; 12 ; 54,06623 ; 9,065943 ; (-11,55, -15,78) ; 15,5761 ; 1,858716 ; 20,45029 ; -10,52628 ; -8,736441 ; -1,269417 ; 36,64833 ; 15,04911 
26 ; 10 ; 4 ; 6 ; 26 ; 12 ; 53,67063 ; 12,23077 ; (-11,55, -15,78) ; 15,5761 ; 1,858716 ; 19,38559 ; -10,52628 ; -8,736441 ; -1,269417 ; 36,64833 ; 15,04911 
27 ; 9 ; 3 ; 6 ; 26 ; 15 ; 53,67063 ; 12,23077 ; (-11,97, -15,78) ; 15,5761 ; 5,269176 ; 19,91221 ; -10,52628 ; -9,058515 ; -1,269417 ; 36,64833 ; 15,04911 
28 ; 11 ; 5 ; 6 ; 26 ; 15 ; 53,27503 ; 15,3956 ; (-11,97, -15,78) ; 15,5761 ; 5,269176 ; 18,84752 ; -10,52628 ; -9,058515 ; -1,269417 ; 36,64833 ; 15,04911 
29 ; 10 ; 1 ; 9 ; 24 ; 15 ; 55,94662 ; 9,560699 ; (-12,70, -15,46) ; 17,44738 ; 5,269176 ; 20,19622 ; -10,52628 ; -7,111872 ; -1,269417 ; 38,44916 ; 15,0198 
30 ; 8 ; 2 ; 6 ; 25 ; 15 ; 54,68938 ; 9,560699 ; (-12,70, -15,46) ; 17,47348 ; 5,269176 ; 22,02111 ; -10,52628 ; -7,111872 ; -1,269417 ; 38,44916 ; 15,0198 
31 ; 9 ; 3 ; 6 ; 26 ; 12 ; 57,49642 ; 15,13176 ; (-10,65, -17,75) ; 18,31817 ; 5,269176 ; 21,58627 ; -12,0248 ; -9,058515 ; -1,269417 ; 40,83225 ; 15,00727 
32 ; 13 ; 4 ; 9 ; 26 ; 12 ; 55,34504 ; 15,38643 ; (-10,65, -14,40) ; 17,87864 ; 10,47485 ; 18,84752 ; -10,52628 ; -6,55343 ; -3,101363 ; 38,40288 ; 14,91817 
33 ; 9 ; 3 ; 6 ; 26 ; 12 ; 55,34504 ; 15,38643 ; (-10,65, -14,40) ; 17,87864 ; 11,85593 ; 18,84752 ; -10,52628 ; -7,744188 ; -3,101363 ; 37,10088 ; 14,91817 
34 ; 10 ; 4 ; 6 ; 26 ; 14 ; 55,15526 ; 16,9047 ; (-10,65, -14,40) ; 17,87864 ; 8,68758 ; 18,49066 ; -10,52628 ; -7,744188 ; -3,101363 ; 37,10088 ; 11,71122 
35 ; 10 ; 7 ; 3 ; 26 ; 12 ; 54,94944 ; 18,55126 ; (-10,65, -14,08) ; 20,58068 ; 10,47485 ; 17,00214 ; -10,52628 ; -6,155682 ; -3,101363 ; 38,40288 ; 14,91817 
36 ; 11 ; 2 ; 9 ; 25 ; 12 ; 56,82983 ; 19,04602 ; (-12,06, -17,42) ; 22,45196 ; 10,47485 ; 17,78282 ; -12,38875 ; -6,55343 ; -3,101363 ; 41,33318 ; 14,88887 
37 ; 8 ; 5 ; 3 ; 25 ; 12 ; 57,75029 ; 18,37621 ; (-14,59, -17,42) ; 23,0864 ; 12,33356 ; 17,78282 ; -13,92391 ; -8,415739 ; -4,265222 ; 37,27341 ; 13,42271 
38 ; 10 ; 4 ; 6 ; 25 ; 12 ; 54,94944 ; 18,55126 ; (-12,78, -17,42) ; 23,28272 ; 10,47485 ; 17,78282 ; -12,15774 ; -5,004535 ; -3,101363 ; 37,27341 ; 12,43263 
39 ; 11 ; 5 ; 6 ; 23 ; 9 ; 59,83545 ; 18,24589 ; (-13,46, -17,09) ; 23,0864 ; 12,33356 ; 17,00214 ; -13,92391 ; -8,017991 ; -4,265222 ; 39,02797 ; 13,40516 
40 ; 12 ; 6 ; 6 ; 23 ; 9 ; 59,83545 ; 18,24589 ; (-13,46, -19,06) ; 23,0864 ; 12,33356 ; 17,00214 ; -13,92391 ; -8,017991 ; -4,513632 ; 39,02797 ; 13,40516 
41 ; 8 ; 5 ; 3 ; 24 ; 9 ; 56,83148 ; 16,21708 ; (-13,46, -17,09) ; 22,19401 ; 12,33356 ; 18,82703 ; -13,92391 ; -8,017991 ; -1,176906 ; 38,32676 ; 10,90334 
42 ; 11 ; 5 ; 6 ; 25 ; 9 ; 59,43985 ; 21,41072 ; (-13,46, -19,06) ; 25,78844 ; 12,33356 ; 15,93744 ; -13,92391 ; -8,017991 ; -4,513632 ; 39,02797 ; 13,40516 
43 ; 12 ; 6 ; 6 ; 21 ; 9 ; 62,2407 ; 21,23566 ; (-15,26, -18,74) ; 25,59211 ; 14,19228 ; 15,15676 ; -15,45907 ; -11,03145 ; -5,677491 ; 39,02797 ; 11,90969 
44 ; 11 ; 5 ; 6 ; 27 ; 9 ; 59,04425 ; 24,57555 ; (-13,46, -19,06) ; 28,49048 ; 12,33356 ; 14,87275 ; -13,92391 ; -8,017991 ; -4,513632 ; 39,02797 ; 13,40516 
45 ; 8 ; 5 ; 3 ; 21 ; 9 ; 59,04425 ; 24,57555 ; (-13,46, -18,42) ; 25,78844 ; 12,33356 ; 13,31138 ; -13,92391 ; -7,222495 ; -4,513632 ; 39,02797 ; 13,40516 
46 ; 11 ; 5 ; 6 ; 27 ; 9 ; 58,64864 ; 27,74038 ; (-13,46, -21,03) ; 28,49048 ; 12,33356 ; 13,80806 ; -13,92391 ; -8,017991 ; -4,762043 ; 39,02797 ; 13,40516 
47 ; 12 ; 6 ; 6 ; 27 ; 9 ; 58,25304 ; 30,9052 ; (-13,46, -21,03) ; 28,49048 ; 12,33356 ; 12,74336 ; -13,92391 ; -8,017991 ; -4,762043 ; 39,02797 ; 13,40516 
48 ; 9 ; 3 ; 6 ; 29 ; 10 ; 60,46803 ; 30,14169 ; (-12,16, -21,03) ; 31,5289 ; 12,75316 ; 13,255 ; -15,42243 ; -8,017991 ; -4,513632 ; 38,72361 ; 13,38087 
49 ; 6 ; 3 ; 3 ; 31 ; 9 ; 63,58573 ; 27,43181 ; (-16,92, -21,03) ; 36,40028 ; 14,19228 ; 16,54681 ; -16,95759 ; -11,4292 ; -5,677491 ; 41,45734 ; 11,8854 
50 ; 7 ; 1 ; 6 ; 31 ; 11 ; 63,39595 ; 28,95007 ; (-16,92, -21,03) ; 36,40028 ; 11,02393 ; 16,18995 ; -16,95759 ; -11,4292 ; -5,677491 ; 41,45734 ; 8,678448 
